Date,Average
12/10/2018,रू ४६.००
12/11/2018,रू ४२.००
12/12/2018,रू ४२.००
12/13/2018,रू ४२.००
12/14/2018,रू ४२.००
12/15/2018,रू ४३.००
12/16/2018,रू ४२.००
12/17/2018,रू ४२.००
12/18/2018,रू ३९.००
12/19/2018,रू ३६.००
12/20/2018,रू ३६.००
12/21/2018,रू ३६.००
12/22/2018,रू ३७.००
12/23/2018,रू ३६.००
12/24/2018,रू ३२.००
12/25/2018,रू ३३.००
12/26/2018,रू ३२.००
12/27/2018,रू ३३.००
12/28/2018,रू ३०.००
12/29/2018,रू २६.००
12/30/2018,रू ३०.००
12/31/2018,रू ३०.००
01/01/2019,रू ३२.००
01/02/2019,रू ३२.००
01/03/2019,रू ३१.००
01/04/2019,रू ३२.००
01/05/2019,रू ३३.००
01/06/2019,रू ३३.००
01/07/2019,रू ३३.००
01/08/2019,रू ३३.००
01/09/2019,रू ३२.००
01/10/2019,रू ३२.००
01/11/2019,रू ३२.००
01/12/2019,रू ३३.००
01/13/2019,रू २९.००
01/14/2019,रू २९.००
01/15/2019,रू २९.००
01/16/2019,रू २९.००
01/17/2019,रू २९.००
01/18/2019,रू २९.००
01/19/2019,रू २९.००
01/20/2019,रू २९.००
01/21/2019,रू २९.००
01/22/2019,रू २९.००
01/23/2019,रू २९.००
01/24/2019,रू २९.००
01/25/2019,रू २९.००
01/26/2019,रू २८.००
01/27/2019,रू २९.००
01/28/2019,रू २९.००
01/29/2019,रू २५.००
01/30/2019,रू २४.००
01/31/2019,रू २४.००
02/01/2019,रू २४.००
02/02/2019,रू २२.००
02/03/2019,रू २२.००
02/04/2019,रू २३.००
02/05/2019,रू २२.००
02/06/2019,रू २२.००
02/07/2019,रू २२.००
02/08/2019,रू २३.००
02/09/2019,रू २३.००
02/10/2019,रू २२.००
02/11/2019,रू २२.००
02/12/2019,रू २२.००
02/13/2019,रू २३.००
02/14/2019,रू २२.००
02/15/2019,रू २१.००
02/16/2019,रू २१.००
02/17/2019,रू २२.००
02/18/2019,रू २२.००
02/19/2019,रू २२.००
02/20/2019,रू २२.००
02/21/2019,रू २२.००
02/22/2019,रू २२.००
02/23/2019,रू २२.००
02/24/2019,रू २२.००
02/25/2019,रू २२.००
02/26/2019,रू २२.००
02/27/2019,रू २१.००
02/28/2019,रू २१.००
03/01/2019,रू २१.००
03/02/2019,रू २१.००
03/03/2019,रू २१.००
03/05/2019,रू २१.००
03/06/2019,रू २१.००
03/07/2019,रू २२.००
03/08/2019,रू २२.००
03/09/2019,रू २२.००
03/10/2019,रू २२.००
03/11/2019,रू २३.००
03/12/2019,रू २३.००
03/13/2019,रू २३.००
03/14/2019,रू २३.००
03/15/2019,रू २३.००
03/16/2019,रू २३.००
03/17/2019,रू २४.००
03/18/2019,रू २१.००
03/19/2019,रू २२.००
03/20/2019,रू २२.००
03/21/2019,रू २२.००
03/22/2019,रू २२.००
03/23/2019,रू २२.००
03/24/2019,रू २२.००
03/25/2019,रू २३.००
03/26/2019,रू २२.००
03/27/2019,रू २२.००
03/28/2019,रू २२.००
03/29/2019,रू २२.००
03/30/2019,रू २२.००
03/31/2019,रू २२.००
04/01/2019,रू २२.००
04/02/2019,रू २२.००
04/03/2019,रू २२.००
04/04/2019,रू २२.००
04/05/2019,रू २२.००
04/06/2019,रू २२.००
04/07/2019,रू २४.००
04/08/2019,रू २४.००
04/09/2019,रू २४.००
04/10/2019,रू २५.००
04/11/2019,रू २६.००
04/12/2019,रू २६.००
04/13/2019,रू २६.००
04/14/2019,रू २६.००
04/15/2019,रू २६.००
04/16/2019,रू २६.००
04/17/2019,रू २९.००
04/18/2019,रू २९.००
04/19/2019,रू २८.००
04/20/2019,रू २६.००
04/21/2019,रू २९.००
04/22/2019,रू २७.००
04/23/2019,रू २५.००
04/24/2019,रू २७.००
04/25/2019,रू २५.००
04/26/2019,रू २६.००
04/27/2019,रू २४.००
04/28/2019,रू २४.००
04/29/2019,रू २४.००
04/30/2019,रू २४.००
05/01/2019,रू २४.००
05/02/2019,रू २४.००
05/03/2019,रू २५.००
05/04/2019,रू २५.००
05/05/2019,रू २५.००
05/06/2019,रू २६.००
05/07/2019,रू २७.००
05/08/2019,रू २९.००
05/09/2019,रू २७.००
05/10/2019,रू २६.००
05/11/2019,रू २७.००
05/12/2019,रू २६.००
05/13/2019,रू २६.००
05/14/2019,रू २५.००
05/15/2019,रू २६.००
05/16/2019,रू २७.००
05/17/2019,रू २७.००
05/18/2019,रू २६.००
05/19/2019,रू २८.००
05/20/2019,रू २७.००
05/21/2019,रू २६.००
05/22/2019,रू २९.००
05/23/2019,रू २९.००
05/24/2019,रू २८.००
05/25/2019,रू २८.००
05/26/2019,रू २९.००
05/27/2019,रू २९.००
05/28/2019,रू २९.००
05/29/2019,रू २९.००
05/30/2019,रू २९.००
05/31/2019,रू २९.००
06/01/2019,रू २९.००
06/02/2019,रू ३१.००
06/03/2019,रू ३१.००
06/04/2019,रू ३१.००
06/05/2019,रू ३१.००
06/06/2019,रू ३१.००
06/07/2019,रू ३१.००
06/08/2019,रू ३१.००
06/09/2019,रू ३१.००
06/10/2019,रू ३२.००
06/11/2019,रू ३३.००
06/12/2019,रू ३३.००
06/13/2019,रू ३३.००
06/14/2019,रू ३३.००
06/15/2019,रू ३३.००
06/16/2019,रू ३३.००
06/17/2019,रू ३३.००
06/18/2019,रू ३३.००
06/19/2019,रू ३३.००
06/20/2019,रू ३३.००
06/21/2019,रू ३३.००
06/22/2019,रू ३३.००
06/23/2019,रू ३३.००
06/24/2019,रू ३४.००
06/25/2019,रू ३४.००
06/26/2019,रू ३२.००
06/27/2019,रू ३२.००
06/28/2019,रू ३२.००
06/29/2019,रू ३२.००
06/30/2019,रू ३२.००
07/01/2019,रू ३२.००
07/02/2019,रू ३२.००
07/03/2019,रू ३४.००
07/04/2019,रू ३३.००
07/05/2019,रू ३२.००
07/06/2019,रू ३३.००
07/07/2019,रू ३६.००
07/08/2019,रू ३६.००
07/09/2019,रू ३६.००
07/10/2019,रू ३६.००
07/11/2019,रू ३६.००
07/12/2019,रू ३६.००
07/14/2019,रू ३६.००
07/15/2019,रू ३६.००
07/16/2019,रू ३७.००
07/17/2019,रू ३९.००
07/18/2019,रू ३८.००
07/19/2019,रू ३८.००
07/20/2019,रू ३९.००
07/21/2019,रू ३९.००
07/22/2019,रू ३९.००
07/23/2019,रू ३९.००
07/24/2019,रू ४६.००
07/25/2019,रू ४७.००
07/26/2019,रू ४७.००
07/27/2019,रू ४१.००
07/28/2019,रू ४२.००
07/29/2019,रू ४२.००
07/30/2019,रू ४४.००
07/31/2019,रू ४३.००
08/01/2019,रू ४२.००
08/02/2019,रू ४१.००
08/03/2019,रू ४१.००
08/04/2019,रू ४१.००
08/05/2019,रू ४१.००
08/06/2019,रू ४१.००
08/07/2019,रू ४१.००
08/08/2019,रू ४१.००
08/09/2019,रू ३९.००
08/10/2019,रू ४०.००
08/11/2019,रू ४०.००
08/12/2019,रू ४०.००
08/13/2019,रू ४१.००
08/14/2019,रू ४२.००
08/15/2019,रू ४१.००
08/16/2019,रू ४१.००
08/17/2019,रू ४१.००
08/18/2019,रू ४१.००
08/19/2019,रू ४१.००
08/20/2019,रू ४१.००
08/21/2019,रू ४१.००
08/22/2019,रू ४१.००
08/23/2019,रू ४१.००
08/24/2019,रू ४१.००
08/25/2019,रू ४१.००
08/26/2019,रू ४१.००
08/27/2019,रू ४१.००
08/28/2019,रू ४१.००
08/29/2019,रू ४१.००
08/30/2019,रू ४१.००
08/31/2019,रू ४३.००
09/01/2019,रू ४२.००
09/02/2019,रू ४२.००
09/03/2019,रू ४१.००
09/04/2019,रू ४१.००
09/05/2019,रू ४१.००
09/06/2019,रू ४१.००
09/07/2019,रू ४१.००
09/08/2019,रू ४१.००
09/09/2019,रू ४१.००
09/10/2019,रू ४२.००
09/11/2019,रू ४३.००
09/12/2019,रू ४४.००
09/13/2019,रू ४४.००
09/14/2019,रू ४८.००
09/15/2019,रू ५१.००
09/16/2019,रू ५३.००
09/17/2019,रू ५८.००
09/18/2019,रू ५९.००
09/19/2019,रू ५९.००
09/20/2019,रू ५९.००
09/21/2019,रू ६१.००
09/22/2019,रू ६१.००
09/23/2019,रू ६१.००
09/24/2019,रू ६१.००
09/25/2019,रू ६१.००
09/26/2019,रू ६१.००
09/27/2019,रू ६२.००
09/28/2019,रू ६२.००
09/29/2019,रू ६१.००
09/30/2019,रू ६१.००
10/01/2019,रू ६१.००
10/02/2019,रू ६१.००
10/03/2019,रू ६१.००
10/04/2019,रू ६१.००
10/05/2019,रू ६१.००
10/06/2019,रू ६१.००
10/07/2019,रू ६१.००
10/08/2019,रू ६१.००
10/09/2019,रू ६१.००
10/10/2019,रू ६१.००
10/11/2019,रू ६१.००
10/12/2019,रू ६१.००
10/13/2019,रू ६१.००
10/14/2019,रू ६९.००
10/15/2019,रू ६९.००
10/16/2019,रू ७१.००
10/17/2019,रू ७१.००
10/18/2019,रू ६८.००
10/19/2019,रू ६७.००
10/20/2019,रू ६४.००
10/21/2019,रू ५९.००
10/22/2019,रू ६२.००
10/23/2019,रू ५९.००
10/24/2019,रू ६१.००
10/25/2019,रू ७१.००
10/26/2019,रू ६२.००
10/27/2019,रू ६३.००
10/28/2019,रू ६२.००
10/29/2019,रू ६३.००
10/30/2019,रू ६४.००
10/31/2019,रू ६५.००
11/01/2019,रू ६३.००
11/02/2019,रू ६३.००
11/03/2019,रू ७२.००
11/04/2019,रू ५६.००
11/05/2019,रू ५२.००
11/06/2019,रू ५२.००
11/07/2019,रू ५४.००
11/08/2019,रू ५४.००
11/09/2019,रू ५१.००
11/10/2019,रू ४९.००
11/11/2019,रू ४८.००
11/12/2019,रू ४८.००
11/13/2019,रू ४८.००
11/14/2019,रू ४८.००
11/15/2019,रू ४६.००
11/16/2019,रू ४८.००
11/17/2019,रू ४६.००
11/18/2019,रू ४७.००
11/19/2019,रू ४६.००
11/20/2019,रू ४५.००
11/21/2019,रू ४५.००
11/22/2019,रू ४४.००
11/23/2019,रू ४५.००
11/24/2019,रू ४३.००
11/25/2019,रू ४४.००
11/26/2019,रू ४३.००
11/27/2019,रू ४५.००
11/28/2019,रू ४५.००
11/29/2019,रू ४५.००
11/30/2019,रू ४५.००
12/01/2019,रू ४६.००
12/02/2019,रू ४६.००
12/03/2019,रू ४७.००
12/04/2019,रू ४५.००
12/05/2019,रू ४५.००
12/06/2019,रू ४६.००
12/07/2019,रू ४९.००
12/08/2019,रू ४९.००
12/09/2019,रू ४८.००
12/10/2019,रू ५२.००
12/11/2019,रू ५१.००
12/12/2019,रू ५१.००
12/13/2019,रू ५१.००
12/14/2019,रू ५१.००
12/15/2019,रू ५३.००
12/16/2019,रू ५४.००
12/17/2019,रू ५४.००
12/18/2019,रू ५४.००
12/19/2019,रू ५४.००
12/20/2019,रू ५६.००
12/21/2019,रू ५७.००
12/22/2019,रू ५७.००
12/23/2019,रू ५७.००
12/24/2019,रू ५७.००
12/25/2019,रू ५७.००
12/26/2019,रू ५७.००
12/27/2019,रू ५७.००
12/28/2019,रू ५१.००
12/29/2019,रू ४९.००
12/30/2019,रू ४९.००
12/31/2019,रू ४९.००
01/01/2020,रू ४९.००
01/02/2020,रू ४९.००
01/03/2020,रू ४९.००
01/04/2020,रू ४९.००
01/05/2020,रू ४९.००
01/06/2020,रू ४९.००
01/07/2020,रू ४९.००
01/08/2020,रू ४९.००
01/09/2020,रू ४८.००
01/10/2020,रू ४९.००
01/11/2020,रू ४७.००
01/12/2020,रू ४९.००
01/13/2020,रू ४९.००
01/14/2020,रू ४९.००
01/15/2020,रू ४९.००
01/16/2020,रू ४४.००
01/17/2020,रू ४९.००
01/22/2020,रू ४९.००
01/23/2020,रू ४९.००
01/24/2020,रू ४२.००
01/25/2020,रू ४१.००
01/26/2020,रू ४१.००
01/27/2020,रू ४२.००
01/28/2020,रू ३९.००
01/29/2020,रू ३९.००
01/30/2020,रू ३९.००
01/31/2020,रू ३७.००
02/01/2020,रू ३४.००
02/02/2020,रू ३४.००
02/03/2020,रू ३१.००
02/04/2020,रू ३३.००
02/05/2020,रू ३३.००
02/06/2020,रू ३३.००
02/07/2020,रू ३१.००
02/08/2020,रू ३१.००
02/09/2020,रू ३२.००
02/10/2020,रू ३४.००
02/11/2020,रू ३४.००
02/12/2020,रू ३६.००
02/13/2020,रू ३६.००
02/14/2020,रू ३६.००
02/15/2020,रू ३९.००
02/16/2020,रू ३६.००
02/17/2020,रू ३६.००
02/18/2020,रू ३६.००
02/19/2020,रू ३६.००
02/20/2020,रू ३४.००
02/21/2020,रू ३४.००
02/22/2020,रू ३४.००
02/23/2020,रू ३३.००
02/24/2020,रू ३४.००
02/25/2020,रू ३४.००
02/26/2020,रू ३४.००
02/27/2020,रू ३४.००
02/28/2020,रू ३४.००
02/29/2020,रू ३४.००
03/01/2020,रू ५५.००
03/02/2020,रू ३३.००
03/04/2020,रू ३१.००
03/05/2020,रू ३०.००
03/06/2020,रू ३०.००
03/07/2020,रू ३१.००
03/08/2020,रू ३१.००
03/09/2020,रू ३०.००
03/10/2020,रू ३०.००
03/11/2020,रू ३०.००
03/12/2020,रू ३०.००
03/13/2020,रू ३०.००
03/14/2020,रू ३०.००
03/15/2020,रू ३०.००
03/16/2020,रू ३०.००
03/17/2020,रू ३१.००
03/18/2020,रू २९.००
03/19/2020,रू २९.००
03/20/2020,रू २९.००
03/21/2020,रू ३१.००
03/22/2020,रू ३४.००
03/23/2020,रू ३४.००
03/25/2020,रू ३४.००
03/26/2020,रू ३७.००
03/27/2020,रू ३५.००
03/28/2020,रू ३६.००
03/29/2020,रू ३६.००
03/30/2020,रू ३७.००
03/31/2020,रू ३६.००
04/01/2020,रू ३६.००
04/02/2020,रू ३६.००
04/03/2020,रू ३६.००
04/04/2020,रू ३६.००
04/05/2020,रू ३६.००
04/06/2020,रू ३६.००
04/07/2020,रू ३९.००
04/08/2020,रू ३९.००
04/13/2020,रू ३९.००
04/14/2020,रू ३८.००
04/15/2020,रू ३८.००
04/16/2020,रू ३८.००
04/17/2020,रू ३८.००
04/20/2020,रू ३६.००
04/21/2020,रू ३६.००
04/22/2020,रू ३२.००
04/23/2020,रू ३४.००
04/24/2020,रू ३३.००
04/25/2020,रू ३३.००
04/26/2020,रू ३३.००
04/27/2020,रू ३१.००
04/28/2020,रू ३३.००
04/29/2020,रू ३२.००
04/30/2020,रू ३२.००
05/01/2020,रू ३२.००
05/02/2020,रू ३१.००
05/03/2020,रू ३१.००
05/04/2020,रू ३१.००
05/05/2020,रू ३०.००
05/06/2020,रू ३१.००
05/07/2020,रू ३१.००
05/08/2020,रू ३१.००
05/09/2020,रू ३१.००
05/10/2020,रू ३१.००
05/11/2020,रू ३१.००
05/12/2020,रू ३१.००
05/13/2020,रू ३२.००
05/14/2020,रू ३१.००
05/15/2020,रू ३०.००
05/16/2020,रू ३०.००
05/17/2020,रू ३०.००
05/18/2020,रू ३०.००
05/19/2020,रू ३०.००
05/20/2020,रू ३०.००
05/21/2020,रू ३१.००
05/22/2020,रू ३१.००
05/23/2020,रू ३१.००
05/24/2020,रू ३१.००
05/25/2020,रू ३१.००
05/26/2020,रू ३२.००
05/27/2020,रू ३२.००
05/28/2020,रू ३२.००
05/29/2020,रू ३२.००
05/30/2020,रू ३२.००
05/31/2020,रू ३२.००
06/01/2020,रू ३२.००
06/02/2020,रू ३२.००
06/03/2020,रू ३२.००
06/04/2020,रू ३३.००
06/05/2020,रू ३३.००
06/06/2020,रू ३३.००
06/07/2020,रू ३१.००
06/08/2020,रू ३१.००
06/09/2020,रू ३२.००
06/10/2020,रू ३१.००
06/11/2020,रू ३३.००
06/12/2020,रू ३४.००
06/13/2020,रू ३३.००
06/14/2020,रू ३४.००
06/15/2020,रू ३३.००
06/16/2020,रू ३४.००
06/17/2020,रू ३४.००
06/18/2020,रू ३४.००
06/19/2020,रू ३४.००
06/20/2020,रू ३३.००
06/21/2020,रू ३३.००
06/22/2020,रू ३३.००
06/23/2020,रू ३३.००
06/24/2020,रू ३५.००
06/25/2020,रू ४२.००
06/26/2020,रू ४५.००
06/27/2020,रू ४७.००
06/28/2020,रू ४७.००
06/29/2020,रू ४७.००
06/30/2020,रू ४६.००
07/01/2020,रू ४६.००
07/02/2020,रू ४६.००
07/03/2020,रू ५१.००
07/04/2020,रू ५२.००
07/05/2020,रू ५१.००
07/06/2020,रू ५०.००
07/07/2020,रू ५०.००
07/08/2020,रू ५०.००
07/09/2020,रू ५०.००
07/10/2020,रू ५०.००
07/11/2020,रू ५०.००
07/13/2020,रू ५०.००
07/14/2020,रू ५०.००
07/15/2020,रू ५१.००
07/16/2020,रू ५१.००
07/17/2020,रू ५१.००
07/18/2020,रू ५१.००
07/19/2020,रू ५४.००
07/20/2020,रू ५४.००
07/21/2020,रू ५५.००
07/22/2020,रू ५४.००
07/23/2020,रू ६९.००
07/24/2020,रू ६९.००
07/25/2020,रू ६९.००
07/26/2020,रू ६९.००
07/27/2020,रू ६९.००
07/28/2020,रू ६९.००
07/29/2020,रू ६९.००
07/30/2020,रू ६९.००
07/31/2020,रू ६७.००
08/01/2020,रू ६७.००
08/02/2020,रू ६७.००
08/03/2020,रू ६७.००
08/04/2020,रू ६७.००
08/05/2020,रू ६७.००
08/06/2020,रू ६७.००
08/07/2020,रू ६७.००
08/08/2020,रू ६७.००
08/09/2020,रू ६७.००
08/10/2020,रू ६७.००
08/11/2020,रू ६७.००
08/12/2020,रू ६७.००
08/13/2020,रू ६७.००
08/14/2020,रू ६७.००
08/15/2020,रू ६७.००
08/16/2020,रू ६७.००
08/17/2020,रू ६७.००
08/18/2020,रू ६७.००
08/19/2020,रू ६७.००
08/20/2020,रू ६७.००
08/21/2020,रू ६७.००
08/22/2020,रू ६७.००
08/23/2020,रू ६७.००
08/24/2020,रू ६७.००
08/25/2020,रू ६७.००
08/26/2020,रू ७१.००
08/27/2020,रू ७१.००
08/28/2020,रू ७१.००
08/29/2020,रू ७१.००
08/30/2020,रू ७३.००
08/31/2020,रू ६७.००
09/01/2020,रू ६७.००
09/02/2020,रू ६७.००
09/03/2020,रू ७७.००
09/04/2020,रू ८२.००
09/05/2020,रू ८६.००
09/06/2020,रू ८५.००
09/07/2020,रू ८५.००
09/08/2020,रू ८८.००
09/09/2020,रू ८९.००
09/10/2020,रू ९२.००
09/11/2020,रू ९२.००
09/12/2020,रू ९३.००
09/13/2020,रू ९२.००
09/14/2020,रू ९४.००
09/15/2020,रू ९४.००
09/16/2020,रू ९४.००
09/17/2020,रू ९२.००
09/18/2020,रू ९४.००
09/19/2020,रू ९४.००
09/20/2020,रू ९४.००
09/21/2020,रू ९४.००
09/22/2020,रू ९४.००
09/23/2020,रू ९५.००
09/24/2020,रू ९४.००
09/25/2020,रू ९४.००
09/26/2020,रू ९१.००
09/27/2020,रू ९४.००
09/28/2020,रू ९४.००
09/29/2020,रू ९६.००
09/30/2020,रू ९४.००
10/01/2020,रू ९६.००
10/02/2020,रू ९६.००
10/03/2020,रू ९६.००
10/04/2020,रू ९७.००
10/05/2020,रू ९७.००
10/06/2020,रू ९७.००
10/07/2020,रू १०५.००
10/08/2020,रू १०२.००
10/09/2020,रू ९९.००
10/10/2020,रू ९८.००
10/11/2020,रू ९२.००
10/12/2020,रू ९२.००
10/13/2020,रू ९१.००
10/14/2020,रू ९१.००
10/15/2020,रू ९२.००
10/16/2020,रू ९४.००
10/17/2020,रू ९४.००
10/18/2020,रू ९९.००
10/19/2020,रू १०३.००
10/20/2020,रू १०१.००
10/21/2020,रू १०२.००
10/22/2020,रू १०५.००
10/23/2020,रू १०९.००
10/24/2020,रू ११३.००
10/25/2020,रू ११४.००
10/28/2020,रू १०९.००
10/29/2020,रू १०२.००
10/30/2020,रू ९८.००
10/31/2020,रू ९३.००
11/01/2020,रू ९१.००
11/02/2020,रू ७९.००
11/03/2020,रू ७८.००
11/04/2020,रू ७६.००
11/05/2020,रू ७८.००
11/06/2020,रू ७२.००
11/07/2020,रू ७५.००
11/08/2020,रू ७२.००
11/09/2020,रू ७२.००
11/10/2020,रू ७५.००
11/11/2020,रू ७३.००
11/12/2020,रू ७३.००
11/13/2020,रू ७३.००
11/14/2020,रू ७३.००
11/15/2020,रू ७३.००
11/16/2020,रू ७३.००
11/17/2020,रू ७३.००
11/18/2020,रू ७३.००
11/19/2020,रू ७३.००
11/20/2020,रू ७०.००
11/21/2020,रू ६९.००
11/22/2020,रू ७२.००
11/23/2020,रू ७०.००
11/24/2020,रू ७३.००
11/25/2020,रू ७८.००
11/26/2020,रू ७८.००
11/27/2020,रू ८२.००
11/28/2020,रू ८३.००
11/29/2020,रू ८८.००
11/30/2020,रू ८८.००
12/01/2020,रू ८८.००
12/02/2020,रू ८१.००
12/03/2020,रू ७८.००
12/04/2020,रू ७७.००
12/05/2020,रू ७३.००
12/06/2020,रू ७२.००
12/07/2020,रू ६५.००
12/08/2020,रू ६८.००
12/09/2020,रू ६३.००
12/10/2020,रू ६३.००
12/11/2020,रू ६३.००
12/12/2020,रू ६३.००
12/13/2020,रू ६३.००
12/14/2020,रू ६३.००
12/15/2020,रू ६३.००
12/16/2020,रू ६३.००
12/17/2020,रू ६३.००
12/18/2020,रू ६३.००
12/19/2020,रू ५२.००
12/20/2020,रू ५८.००
12/21/2020,रू ५३.००
12/22/2020,रू ५२.५०
12/23/2020,रू ४८.००
12/24/2020,रू ५२.५०
12/25/2020,रू ५३.००
12/26/2020,रू ४८.००
12/27/2020,रू ४७.६७
12/28/2020,रू ४७.५०
12/29/2020,रू ४३.००
12/30/2020,रू ४२.५०
12/31/2020,रू ४२.५०
01/01/2021,रू ४२.५०
01/02/2021,रू ४२.५०
01/03/2021,रू ४१.००
01/04/2021,रू ४३.००
01/05/2021,रू ४२.००
01/06/2021,रू ४०.००
01/07/2021,रू ४३.००
01/08/2021,रू ४२.००
01/09/2021,रू ३८.००
01/10/2021,रू ३२.६७
01/11/2021,रू ३६.३३
01/12/2021,रू ३३.००
01/13/2021,रू ३७.५०
01/14/2021,रू ३३.००
01/15/2021,रू ३२.५०
01/16/2021,रू ३२.५०
01/17/2021,रू ३२.६७
01/18/2021,रू ३३.००
01/19/2021,रू ३२.४०
01/20/2021,रू ३२.४०
01/21/2021,रू ३२.५०
01/22/2021,रू ३२.५०
01/23/2021,रू ३२.५०
01/24/2021,रू ३१.००
01/25/2021,रू २९.६०
01/26/2021,रू २९.६०
01/27/2021,रू २८.००
01/28/2021,रू २८.००
01/29/2021,रू २७.५०
01/30/2021,रू २७.५०
01/31/2021,रू २९.००
02/01/2021,रू २८.००
02/02/2021,रू २६.००
02/03/2021,रू २७.५०
02/04/2021,रू २७.५०
02/05/2021,रू २७.५०
02/06/2021,रू २७.५०
02/07/2021,रू २७.६७
02/08/2021,रू २७.५०
02/09/2021,रू २७.५०
02/10/2021,रू २६.००
02/11/2021,रू २६.००
02/12/2021,रू २४.००
02/13/2021,रू २४.४०
02/14/2021,रू २६.००
02/15/2021,रू २६.००
02/16/2021,रू २६.००
02/17/2021,रू २७.००
02/18/2021,रू २७.००
02/19/2021,रू २७.६७
02/20/2021,रू २७.००
02/21/2021,रू २७.६७
02/22/2021,रू २७.००
02/23/2021,रू २७.००
02/24/2021,रू २७.००
02/25/2021,रू २७.६०
02/26/2021,रू २७.५०
02/27/2021,रू २७.५०
02/28/2021,रू २७.६७
03/01/2021,रू २७.५०
03/02/2021,रू २७.५०
03/03/2021,रू २७.५०
03/05/2021,रू २७.५०
03/06/2021,रू २७.००
03/07/2021,रू २७.६७
03/08/2021,रू २७.५०
03/09/2021,रू २६.००
03/10/2021,रू २६.००
03/11/2021,रू २७.५०
03/12/2021,रू २७.५०
03/13/2021,रू २७.५०
03/14/2021,रू २७.६७
03/15/2021,रू २७.६७
03/16/2021,रू २७.६७
03/17/2021,रू २६.००
03/18/2021,रू २७.६७
03/19/2021,रू २६.००
03/20/2021,रू २६.००
03/21/2021,रू २७.६७
03/22/2021,रू २७.५०
03/23/2021,रू २६.००
03/24/2021,रू २७.५०
03/25/2021,रू २७.५०
03/26/2021,रू २७.६०
03/27/2021,रू २९.००
03/28/2021,रू ३०.००
03/29/2021,रू ३१.००
03/30/2021,रू ३२.६७
03/31/2021,रू ३२.४०
04/01/2021,रू ३३.६०
04/02/2021,रू ३२.५०
04/03/2021,रू ३२.५०
04/04/2021,रू ३२.६७
04/05/2021,रू ३३.६०
04/06/2021,रू ३३.५०
04/07/2021,रू ३१.००
04/08/2021,रू ३२.५०
04/09/2021,रू ३१.८०
04/10/2021,रू ३२.४०
04/11/2021,रू ३१.६०
04/12/2021,रू ३२.००
04/13/2021,रू ३२.४०
04/14/2021,रू ३२.५०
04/15/2021,रू ३२.४०
04/16/2021,रू ३२.५०
04/17/2021,रू ३२.६०
04/18/2021,रू ३१.६७
04/19/2021,रू ३१.६०
04/20/2021,रू ३२.५०
04/21/2021,रू ३२.५०
04/22/2021,रू ३२.४०
04/23/2021,रू ३२.४०
04/24/2021,रू ३२.५०
04/25/2021,रू ३२.६७
04/26/2021,रू ३६.४०
04/27/2021,रू ३७.२०
04/28/2021,रू ४५.००
04/29/2021,रू ४५.००
04/30/2021,रू ४८.२०
05/01/2021,रू ४५.००
05/02/2021,रू ४२.३३
05/03/2021,रू ४२.४०
05/04/2021,रू ४२.५०
05/05/2021,रू ३९.००
05/06/2021,रू ३९.००
05/07/2021,रू ३६.६७
05/08/2021,रू ३६.५०
05/09/2021,रू ३६.५०
05/10/2021,रू ३६.५०
05/11/2021,रू ३६.५०
05/12/2021,रू ३६.००
05/13/2021,रू ३६.००
05/14/2021,रू ३६.००
05/15/2021,रू ३६.५०
05/16/2021,रू ३६.५०
05/17/2021,रू ३६.५०
05/18/2021,रू ३६.५०
05/19/2021,रू ३५.००
05/20/2021,रू ३३.३३
05/21/2021,रू ३४.३३
05/22/2021,रू ३३.३३
05/23/2021,रू ३७.५०
05/24/2021,रू ३७.५०
05/25/2021,रू ३७.५०
05/26/2021,रू ३७.६७
05/27/2021,रू ४६.३३
05/28/2021,रू ५२.३३
05/29/2021,रू ५२.३३
05/30/2021,रू ५२.५०
05/31/2021,रू ५२.४०
06/01/2021,रू ५०.४०
06/02/2021,रू ४७.६७
06/03/2021,रू ४७.६७
06/04/2021,रू ४२.३३
06/05/2021,रू ४२.४०
06/06/2021,रू ४२.५०
06/07/2021,रू ४१.२०
06/08/2021,रू ४०.८०
06/09/2021,रू ४२.३३
06/10/2021,रू ४२.३३
06/11/2021,रू ४२.३३
06/12/2021,रू ४२.३३
06/13/2021,रू ४३.००
06/14/2021,रू ४३.००
06/15/2021,रू ४२.८०
06/16/2021,रू ४२.६०
06/17/2021,रू ४२.५०
06/18/2021,रू ४२.६०
06/19/2021,रू ४६.५०
06/21/2021,रू ४९.००
06/22/2021,रू ४९.२०
06/23/2021,रू ५०.४०
06/24/2021,रू ४६.२०
06/25/2021,रू ४८.२०
06/26/2021,रू ४६.४०
06/27/2021,रू ४६.६७
06/28/2021,रू ४६.४०
06/29/2021,रू ४६.५०
06/30/2021,रू ४६.५०
07/01/2021,रू ४६.५०
07/02/2021,रू ४६.५०
07/03/2021,रू ४६.५०
07/04/2021,रू ४६.३३
07/05/2021,रू ४९.००
07/06/2021,रू ४९.२०
07/07/2021,रू ४९.००
07/08/2021,रू ४९.००
07/09/2021,रू ४९.००
07/10/2021,रू ४९.००
07/11/2021,रू ४९.००
07/12/2021,रू ४९.००
07/13/2021,रू ४९.००
07/14/2021,रू ४९.००
07/15/2021,रू ४९.००
07/16/2021,रू ४९.००
07/17/2021,रू ४९.२०
07/18/2021,रू ४९.००
07/19/2021,रू ४९.००
07/20/2021,रू ४९.००
07/21/2021,रू ४९.००
07/22/2021,रू ४९.००
